sample_id,image_path,shrinkage,thread_defect,incomplete_molding,burr,contamination,split
burr_bottom_ng_camera_1_34,images/burr_bottom_ng/burr_bottom_ng_camera_1_34.png,0,0,0,1,0,train
burr_bottom_ng_camera_1_35,images/burr_bottom_ng/burr_bottom_ng_camera_1_35.png,0,0,0,1,0,train
burr_bottom_ng_camera_1_36,images/burr_bottom_ng/burr_bottom_ng_camera_1_36.png,0,0,0,1,0,test
burr_bottom_ng_camera_1_37,images/burr_bottom_ng/burr_bottom_ng_camera_1_37.png,0,0,0,1,0,val
burr_bottom_ng_camera_1_38,images/burr_bottom_ng/burr_bottom_ng_camera_1_38.png,0,0,0,1,0,train
burr_bottom_ng_camera_1_39,images/burr_bottom_ng/burr_bottom_ng_camera_1_39.png,0,0,0,1,0,test
burr_bottom_ng_camera_1_4,images/burr_bottom_ng/burr_bottom_ng_camera_1_4.png,0,0,0,1,0,val
burr_bottom_ng_camera_1_40,images/burr_bottom_ng/burr_bottom_ng_camera_1_40.png,0,0,0,1,0,train
burr_bottom_ng_camera_1_41,images/burr_bottom_ng/burr_bottom_ng_camera_1_41.png,0,0,0,1,0,train
burr_bottom_ng_camera_1_42,images/burr_bottom_ng/burr_bottom_ng_camera_1_42.png,0,0,0,1,0,train
burr_bottom_ng_camera_1_43,images/burr_bottom_ng/burr_bottom_ng_camera_1_43.png,0,0,0,1,0,train
burr_bottom_ng_camera_1_44,images/burr_bottom_ng/burr_bottom_ng_camera_1_44.png,0,0,0,1,0,train
burr_bottom_ng_camera_1_45,images/burr_bottom_ng/burr_bottom_ng_camera_1_45.png,0,0,0,1,0,train
burr_bottom_ng_camera_1_46,images/burr_bottom_ng/burr_bottom_ng_camera_1_46.png,0,0,0,1,0,train
burr_bottom_ng_camera_1_47,images/burr_bottom_ng/burr_bottom_ng_camera_1_47.png,0,0,0,1,0,train
burr_bottom_ng_camera_1_48,images/burr_bottom_ng/burr_bottom_ng_camera_1_48.png,0,0,0,1,0,train
burr_bottom_ng_camera_1_49,images/burr_bottom_ng/burr_bottom_ng_camera_1_49.png,0,0,0,1,0,train
burr_bottom_ng_camera_1_5,images/burr_bottom_ng/burr_bottom_ng_camera_1_5.png,0,0,0,1,0,val
burr_bottom_ng_camera_1_50,images/burr_bottom_ng/burr_bottom_ng_camera_1_50.png,0,0,0,1,0,train
burr_bottom_ng_camera_1_51,images/burr_bottom_ng/burr_bottom_ng_camera_1_51.png,0,0,0,1,0,train
burr_bottom_ng_camera_1_52,images/burr_bottom_ng/burr_bottom_ng_camera_1_52.png,0,0,0,1,0,train
burr_bottom_ng_camera_1_53,images/burr_bottom_ng/burr_bottom_ng_camera_1_53.png,0,0,0,1,0,train
burr_bottom_ng_camera_1_54,images/burr_bottom_ng/burr_bottom_ng_camera_1_54.png,0,0,0,1,0,test
burr_bottom_ng_camera_1_55,images/burr_bottom_ng/burr_bottom_ng_camera_1_55.png,0,0,0,1,0,train
burr_bottom_ng_camera_1_56,images/burr_bottom_ng/burr_bottom_ng_camera_1_56.png,0,0,0,1,0,train
burr_bottom_ng_camera_1_57,images/burr_bottom_ng/burr_bottom_ng_camera_1_57.png,0,0,0,1,0,train
burr_bottom_ng_camera_1_58,images/burr_bottom_ng/burr_bottom_ng_camera_1_58.png,0,0,0,1,0,train
burr_bottom_ng_camera_1_59,images/burr_bottom_ng/burr_bottom_ng_camera_1_59.png,0,0,0,1,0,train
burr_bottom_ng_camera_1_6,images/burr_bottom_ng/burr_bottom_ng_camera_1_6.png,0,0,0,1,0,train
burr_bottom_ng_camera_1_60,images/burr_bottom_ng/burr_bottom_ng_camera_1_60.png,0,0,0,1,0,test
burr_bottom_ng_camera_1_61,images/burr_bottom_ng/burr_bottom_ng_camera_1_61.png,0,0,0,1,0,train
burr_bottom_ng_camera_1_62,images/burr_bottom_ng/burr_bottom_ng_camera_1_62.png,0,0,0,1,0,train
burr_bottom_ng_camera_1_63,images/burr_bottom_ng/burr_bottom_ng_camera_1_63.png,0,0,0,1,0,train
burr_bottom_ng_camera_1_64,images/burr_bottom_ng/burr_bottom_ng_camera_1_64.png,0,0,0,1,0,train
burr_bottom_ng_camera_1_65,images/burr_bottom_ng/burr_bottom_ng_camera_1_65.png,0,0,0,1,0,train
burr_bottom_ng_camera_1_66,images/burr_bottom_ng/burr_bottom_ng_camera_1_66.png,0,0,0,1,0,test
burr_bottom_ng_camera_1_67,images/burr_bottom_ng/burr_bottom_ng_camera_1_67.png,0,0,0,1,0,val
burr_bottom_ng_camera_1_68,images/burr_bottom_ng/burr_bottom_ng_camera_1_68.png,0,0,0,1,0,val
burr_bottom_ng_camera_1_69,images/burr_bottom_ng/burr_bottom_ng_camera_1_69.png,0,0,0,1,0,train
burr_bottom_ng_camera_1_7,images/burr_bottom_ng/burr_bottom_ng_camera_1_7.png,0,0,0,1,0,train
burr_bottom_ng_camera_1_70,images/burr_bottom_ng/burr_bottom_ng_camera_1_70.png,0,0,0,1,0,test
burr_bottom_ng_camera_1_71,images/burr_bottom_ng/burr_bottom_ng_camera_1_71.png,0,0,0,1,0,test
burr_bottom_ng_camera_1_72,images/burr_bottom_ng/burr_bottom_ng_camera_1_72.png,0,0,0,1,0,test
burr_bottom_ng_camera_1_73,images/burr_bottom_ng/burr_bottom_ng_camera_1_73.png,0,0,0,1,0,test
burr_bottom_ng_camera_1_74,images/burr_bottom_ng/burr_bottom_ng_camera_1_74.png,0,0,0,1,0,train
burr_bottom_ng_camera_1_75,images/burr_bottom_ng/burr_bottom_ng_camera_1_75.png,0,0,0,1,0,train
burr_bottom_ng_camera_1_76,images/burr_bottom_ng/burr_bottom_ng_camera_1_76.png,0,0,0,1,0,train
burr_bottom_ng_camera_1_77,images/burr_bottom_ng/burr_bottom_ng_camera_1_77.png,0,0,0,1,0,train
burr_bottom_ng_camera_1_78,images/burr_bottom_ng/burr_bottom_ng_camera_1_78.png,0,0,0,1,0,train
burr_bottom_ng_camera_1_79,images/burr_bottom_ng/burr_bottom_ng_camera_1_79.png,0,0,0,1,0,train
burr_bottom_ng_camera_1_8,images/burr_bottom_ng/burr_bottom_ng_camera_1_8.png,0,0,0,1,0,val
burr_bottom_ng_camera_1_80,images/burr_bottom_ng/burr_bottom_ng_camera_1_80.png,0,0,0,1,0,train
burr_bottom_ng_camera_1_81,images/burr_bottom_ng/burr_bottom_ng_camera_1_81.png,0,0,0,1,0,train
burr_bottom_ng_camera_1_82,images/burr_bottom_ng/burr_bottom_ng_camera_1_82.png,0,0,0,1,0,train
burr_bottom_ng_camera_1_83,images/burr_bottom_ng/burr_bottom_ng_camera_1_83.png,0,0,0,1,0,train
burr_bottom_ng_camera_1_84,images/burr_bottom_ng/burr_bottom_ng_camera_1_84.png,0,0,0,1,0,train
burr_bottom_ng_camera_1_85,images/burr_bottom_ng/burr_bottom_ng_camera_1_85.png,0,0,0,1,0,train
burr_bottom_ng_camera_1_86,images/burr_bottom_ng/burr_bottom_ng_camera_1_86.png,0,0,0,1,0,train
burr_bottom_ng_camera_1_87,images/burr_bottom_ng/burr_bottom_ng_camera_1_87.png,0,0,0,1,0,train
burr_bottom_ng_camera_1_88,images/burr_bottom_ng/burr_bottom_ng_camera_1_88.png,0,0,0,1,0,train
burr_bottom_ng_camera_1_89,images/burr_bottom_ng/burr_bottom_ng_camera_1_89.png,0,0,0,1,0,train
burr_bottom_ng_camera_1_9,images/burr_bottom_ng/burr_bottom_ng_camera_1_9.png,0,0,0,1,0,train
burr_bottom_ng_camera_1_90,images/burr_bottom_ng/burr_bottom_ng_camera_1_90.png,0,0,0,1,0,train
burr_bottom_ng_camera_1_91,images/burr_bottom_ng/burr_bottom_ng_camera_1_91.png,0,0,0,1,0,train
burr_bottom_ng_camera_1_92,images/burr_bottom_ng/burr_bottom_ng_camera_1_92.png,0,0,0,1,0,val
burr_bottom_ng_camera_1_93,images/burr_bottom_ng/burr_bottom_ng_camera_1_93.png,0,0,0,1,0,test
burr_bottom_ng_camera_1_94,images/burr_bottom_ng/burr_bottom_ng_camera_1_94.png,0,0,0,1,0,train
burr_bottom_ng_camera_1_95,images/burr_bottom_ng/burr_bottom_ng_camera_1_95.png,0,0,0,1,0,val
burr_bottom_ng_camera_1_96,images/burr_bottom_ng/burr_bottom_ng_camera_1_96.png,0,0,0,1,0,train
burr_bottom_ng_camera_1_97,images/burr_bottom_ng/burr_bottom_ng_camera_1_97.png,0,0,0,1,0,train
burr_bottom_ng_camera_1_98,images/burr_bottom_ng/burr_bottom_ng_camera_1_98.png,0,0,0,1,0,val
burr_bottom_ng_camera_1_99,images/burr_bottom_ng/burr_bottom_ng_camera_1_99.png,0,0,0,1,0,train
burr_bottom_ng_camera_2_1,images/burr_bottom_ng/burr_bottom_ng_camera_2_1.png,0,0,0,1,0,val
burr_bottom_ng_camera_2_10,images/burr_bottom_ng/burr_bottom_ng_camera_2_10.png,0,0,0,1,0,train
burr_bottom_ng_camera_2_11,images/burr_bottom_ng/burr_bottom_ng_camera_2_11.png,0,0,0,1,0,train
burr_bottom_ng_camera_2_12,images/burr_bottom_ng/burr_bottom_ng_camera_2_12.png,0,0,0,1,0,train
burr_bottom_ng_camera_2_13,images/burr_bottom_ng/burr_bottom_ng_camera_2_13.png,0,0,0,1,0,val
burr_bottom_ng_camera_2_14,images/burr_bottom_ng/burr_bottom_ng_camera_2_14.png,0,0,0,1,0,test
burr_bottom_ng_camera_2_15,images/burr_bottom_ng/burr_bottom_ng_camera_2_15.png,0,0,0,1,0,val
burr_bottom_ng_camera_2_20,images/burr_bottom_ng/burr_bottom_ng_camera_2_20.png,0,0,0,1,0,val
burr_bottom_ng_camera_2_22,images/burr_bottom_ng/burr_bottom_ng_camera_2_22.png,0,0,0,1,0,train
burr_bottom_ng_camera_2_23,images/burr_bottom_ng/burr_bottom_ng_camera_2_23.png,0,0,0,1,0,train
burr_bottom_ng_camera_2_25,images/burr_bottom_ng/burr_bottom_ng_camera_2_25.png,0,0,0,1,0,train
burr_bottom_ng_camera_2_26,images/burr_bottom_ng/burr_bottom_ng_camera_2_26.png,0,0,0,1,0,train
burr_bottom_ng_camera_2_29,images/burr_bottom_ng/burr_bottom_ng_camera_2_29.png,0,0,0,1,0,val
burr_bottom_ng_camera_2_34,images/burr_bottom_ng/burr_bottom_ng_camera_2_34.png,0,0,0,1,0,train
burr_bottom_ng_camera_2_36,images/burr_bottom_ng/burr_bottom_ng_camera_2_36.png,0,0,0,1,0,train
burr_bottom_ng_camera_2_37,images/burr_bottom_ng/burr_bottom_ng_camera_2_37.png,0,0,0,1,0,train
burr_bottom_ng_camera_2_4,images/burr_bottom_ng/burr_bottom_ng_camera_2_4.png,0,0,0,1,0,val
burr_bottom_ng_camera_2_40,images/burr_bottom_ng/burr_bottom_ng_camera_2_40.png,0,0,0,1,0,train
burr_bottom_ng_camera_2_41,images/burr_bottom_ng/burr_bottom_ng_camera_2_41.png,0,0,0,1,0,train
burr_bottom_ng_camera_2_42,images/burr_bottom_ng/burr_bottom_ng_camera_2_42.png,0,0,0,1,0,train
burr_bottom_ng_camera_2_43,images/burr_bottom_ng/burr_bottom_ng_camera_2_43.png,0,0,0,1,0,train
burr_bottom_ng_camera_2_44,images/burr_bottom_ng/burr_bottom_ng_camera_2_44.png,0,0,0,1,0,test
burr_bottom_ng_camera_2_45,images/burr_bottom_ng/burr_bottom_ng_camera_2_45.png,0,0,0,1,0,train
burr_bottom_ng_camera_2_46,images/burr_bottom_ng/burr_bottom_ng_camera_2_46.png,0,0,0,1,0,train
burr_bottom_ng_camera_2_49,images/burr_bottom_ng/burr_bottom_ng_camera_2_49.png,0,0,0,1,0,train
burr_bottom_ng_camera_2_50,images/burr_bottom_ng/burr_bottom_ng_camera_2_50.png,0,0,0,1,0,train
burr_bottom_ng_camera_2_51,images/burr_bottom_ng/burr_bottom_ng_camera_2_51.png,0,0,0,1,0,test
burr_bottom_ng_camera_2_52,images/burr_bottom_ng/burr_bottom_ng_camera_2_52.png,0,0,0,1,0,val
burr_bottom_ng_camera_2_54,images/burr_bottom_ng/burr_bottom_ng_camera_2_54.png,0,0,0,1,0,val
burr_bottom_ng_camera_2_56,images/burr_bottom_ng/burr_bottom_ng_camera_2_56.png,0,0,0,1,0,test
burr_bottom_ng_camera_2_6,images/burr_bottom_ng/burr_bottom_ng_camera_2_6.png,0,0,0,1,0,train
burr_bottom_ng_camera_2_60,images/burr_bottom_ng/burr_bottom_ng_camera_2_60.png,0,0,0,1,0,train
burr_bottom_ng_camera_2_62,images/burr_bottom_ng/burr_bottom_ng_camera_2_62.png,0,0,0,1,0,train
burr_bottom_ng_camera_2_63,images/burr_bottom_ng/burr_bottom_ng_camera_2_63.png,0,0,0,1,0,train
burr_bottom_ng_camera_2_64,images/burr_bottom_ng/burr_bottom_ng_camera_2_64.png,0,0,0,1,0,train
burr_bottom_ng_camera_2_67,images/burr_bottom_ng/burr_bottom_ng_camera_2_67.png,0,0,0,1,0,train
burr_bottom_ng_camera_2_7,images/burr_bottom_ng/burr_bottom_ng_camera_2_7.png,0,0,0,1,0,train
burr_bottom_ng_camera_2_70,images/burr_bottom_ng/burr_bottom_ng_camera_2_70.png,0,0,0,1,0,train
burr_bottom_ng_camera_2_72,images/burr_bottom_ng/burr_bottom_ng_camera_2_72.png,0,0,0,1,0,test
burr_bottom_ng_camera_2_74,images/burr_bottom_ng/burr_bottom_ng_camera_2_74.png,0,0,0,1,0,train
burr_bottom_ng_camera_2_76,images/burr_bottom_ng/burr_bottom_ng_camera_2_76.png,0,0,0,1,0,train
burr_bottom_ng_camera_2_77,images/burr_bottom_ng/burr_bottom_ng_camera_2_77.png,0,0,0,1,0,train
burr_bottom_ng_camera_2_78,images/burr_bottom_ng/burr_bottom_ng_camera_2_78.png,0,0,0,1,0,val
burr_bottom_ng_camera_2_82,images/burr_bottom_ng/burr_bottom_ng_camera_2_82.png,0,0,0,1,0,train
burr_bottom_ng_camera_2_83,images/burr_bottom_ng/burr_bottom_ng_camera_2_83.png,0,0,0,1,0,train
burr_bottom_ng_camera_2_84,images/burr_bottom_ng/burr_bottom_ng_camera_2_84.png,0,0,0,1,0,train
burr_bottom_ng_camera_2_89,images/burr_bottom_ng/burr_bottom_ng_camera_2_89.png,0,0,0,1,0,train
burr_bottom_ng_camera_2_9,images/burr_bottom_ng/burr_bottom_ng_camera_2_9.png,0,0,0,1,0,train
burr_bottom_ng_camera_2_91,images/burr_bottom_ng/burr_bottom_ng_camera_2_91.png,0,0,0,1,0,train
burr_bottom_ng_camera_2_92,images/burr_bottom_ng/burr_bottom_ng_camera_2_92.png,0,0,0,1,0,train
burr_bottom_ng_camera_2_93,images/burr_bottom_ng/burr_bottom_ng_camera_2_93.png,0,0,0,1,0,val
burr_bottom_ng_camera_2_95,images/burr_bottom_ng/burr_bottom_ng_camera_2_95.png,0,0,0,1,0,train
burr_bottom_ng_camera_2_96,images/burr_bottom_ng/burr_bottom_ng_camera_2_96.png,0,0,0,1,0,train
burr_bottom_ng_camera_2_97,images/burr_bottom_ng/burr_bottom_ng_camera_2_97.png,0,0,0,1,0,train
burr_bottom_ng_camera_2_98,images/burr_bottom_ng/burr_bottom_ng_camera_2_98.png,0,0,0,1,0,train
burr_bottom_ng_camera_3_1,images/burr_bottom_ng/burr_bottom_ng_camera_3_1.png,0,0,0,1,0,train
burr_bottom_ng_camera_3_10,images/burr_bottom_ng/burr_bottom_ng_camera_3_10.png,0,0,0,1,0,train
burr_bottom_ng_camera_3_11,images/burr_bottom_ng/burr_bottom_ng_camera_3_11.png,0,0,0,1,0,train
burr_bottom_ng_camera_3_12,images/burr_bottom_ng/burr_bottom_ng_camera_3_12.png,0,0,0,1,0,test
burr_bottom_ng_camera_3_13,images/burr_bottom_ng/burr_bottom_ng_camera_3_13.png,0,0,0,1,0,train
burr_bottom_ng_camera_3_17,images/burr_bottom_ng/burr_bottom_ng_camera_3_17.png,0,0,0,1,0,train
burr_bottom_ng_camera_3_19,images/burr_bottom_ng/burr_bottom_ng_camera_3_19.png,0,0,0,1,0,val
burr_bottom_ng_camera_3_24,images/burr_bottom_ng/burr_bottom_ng_camera_3_24.png,0,0,0,1,0,val
burr_bottom_ng_camera_3_26,images/burr_bottom_ng/burr_bottom_ng_camera_3_26.png,0,0,0,1,0,train
burr_bottom_ng_camera_3_28,images/burr_bottom_ng/burr_bottom_ng_camera_3_28.png,0,0,0,1,0,train
burr_bottom_ng_camera_3_29,images/burr_bottom_ng/burr_bottom_ng_camera_3_29.png,0,0,0,1,0,test
burr_bottom_ng_camera_3_3,images/burr_bottom_ng/burr_bottom_ng_camera_3_3.png,0,0,0,1,0,train
burr_bottom_ng_camera_3_30,images/burr_bottom_ng/burr_bottom_ng_camera_3_30.png,0,0,0,1,0,train
burr_bottom_ng_camera_3_32,images/burr_bottom_ng/burr_bottom_ng_camera_3_32.png,0,0,0,1,0,test
burr_bottom_ng_camera_3_33,images/burr_bottom_ng/burr_bottom_ng_camera_3_33.png,0,0,0,1,0,val
burr_bottom_ng_camera_3_35,images/burr_bottom_ng/burr_bottom_ng_camera_3_35.png,0,0,0,1,0,val
burr_bottom_ng_camera_3_36,images/burr_bottom_ng/burr_bottom_ng_camera_3_36.png,0,0,0,1,0,train
burr_bottom_ng_camera_3_37,images/burr_bottom_ng/burr_bottom_ng_camera_3_37.png,0,0,0,1,0,train
burr_bottom_ng_camera_3_38,images/burr_bottom_ng/burr_bottom_ng_camera_3_38.png,0,0,0,1,0,train
burr_bottom_ng_camera_3_40,images/burr_bottom_ng/burr_bottom_ng_camera_3_40.png,0,0,0,1,0,val
burr_bottom_ng_camera_3_42,images/burr_bottom_ng/burr_bottom_ng_camera_3_42.png,0,0,0,1,0,train
burr_bottom_ng_camera_3_44,images/burr_bottom_ng/burr_bottom_ng_camera_3_44.png,0,0,0,1,0,val
burr_bottom_ng_camera_3_46,images/burr_bottom_ng/burr_bottom_ng_camera_3_46.png,0,0,0,1,0,train
burr_bottom_ng_camera_3_47,images/burr_bottom_ng/burr_bottom_ng_camera_3_47.png,0,0,0,1,0,val
burr_bottom_ng_camera_3_49,images/burr_bottom_ng/burr_bottom_ng_camera_3_49.png,0,0,0,1,0,train
burr_bottom_ng_camera_3_50,images/burr_bottom_ng/burr_bottom_ng_camera_3_50.png,0,0,0,1,0,test
burr_bottom_ng_camera_3_53,images/burr_bottom_ng/burr_bottom_ng_camera_3_53.png,0,0,0,1,0,train
burr_bottom_ng_camera_3_54,images/burr_bottom_ng/burr_bottom_ng_camera_3_54.png,0,0,0,1,0,train
burr_bottom_ng_camera_3_56,images/burr_bottom_ng/burr_bottom_ng_camera_3_56.png,0,0,0,1,0,val
burr_bottom_ng_camera_3_57,images/burr_bottom_ng/burr_bottom_ng_camera_3_57.png,0,0,0,1,0,train
burr_bottom_ng_camera_3_58,images/burr_bottom_ng/burr_bottom_ng_camera_3_58.png,0,0,0,1,0,val
burr_bottom_ng_camera_3_6,images/burr_bottom_ng/burr_bottom_ng_camera_3_6.png,0,0,0,1,0,train
burr_bottom_ng_camera_3_60,images/burr_bottom_ng/burr_bottom_ng_camera_3_60.png,0,0,0,1,0,test
burr_bottom_ng_camera_3_61,images/burr_bottom_ng/burr_bottom_ng_camera_3_61.png,0,0,0,1,0,val
burr_bottom_ng_camera_3_62,images/burr_bottom_ng/burr_bottom_ng_camera_3_62.png,0,0,0,1,0,train
burr_bottom_ng_camera_3_63,images/burr_bottom_ng/burr_bottom_ng_camera_3_63.png,0,0,0,1,0,train
burr_bottom_ng_camera_3_66,images/burr_bottom_ng/burr_bottom_ng_camera_3_66.png,0,0,0,1,0,train
burr_bottom_ng_camera_3_69,images/burr_bottom_ng/burr_bottom_ng_camera_3_69.png,0,0,0,1,0,train
burr_bottom_ng_camera_3_71,images/burr_bottom_ng/burr_bottom_ng_camera_3_71.png,0,0,0,1,0,val
burr_bottom_ng_camera_3_72,images/burr_bottom_ng/burr_bottom_ng_camera_3_72.png,0,0,0,1,0,train
burr_bottom_ng_camera_3_73,images/burr_bottom_ng/burr_bottom_ng_camera_3_73.png,0,0,0,1,0,train
burr_bottom_ng_camera_3_74,images/burr_bottom_ng/burr_bottom_ng_camera_3_74.png,0,0,0,1,0,train
burr_bottom_ng_camera_3_75,images/burr_bottom_ng/burr_bottom_ng_camera_3_75.png,0,0,0,1,0,train
burr_bottom_ng_camera_3_76,images/burr_bottom_ng/burr_bottom_ng_camera_3_76.png,0,0,0,1,0,train
burr_bottom_ng_camera_3_77,images/burr_bottom_ng/burr_bottom_ng_camera_3_77.png,0,0,0,1,0,train
burr_bottom_ng_camera_3_78,images/burr_bottom_ng/burr_bottom_ng_camera_3_78.png,0,0,0,1,0,val
burr_bottom_ng_camera_3_8,images/burr_bottom_ng/burr_bottom_ng_camera_3_8.png,0,0,0,1,0,train
burr_bottom_ng_camera_3_81,images/burr_bottom_ng/burr_bottom_ng_camera_3_81.png,0,0,0,1,0,train
burr_bottom_ng_camera_3_82,images/burr_bottom_ng/burr_bottom_ng_camera_3_82.png,0,0,0,1,0,val
burr_bottom_ng_camera_3_83,images/burr_bottom_ng/burr_bottom_ng_camera_3_83.png,0,0,0,1,0,train
burr_bottom_ng_camera_3_86,images/burr_bottom_ng/burr_bottom_ng_camera_3_86.png,0,0,0,1,0,test
burr_bottom_ng_camera_3_87,images/burr_bottom_ng/burr_bottom_ng_camera_3_87.png,0,0,0,1,0,train
burr_bottom_ng_camera_3_88,images/burr_bottom_ng/burr_bottom_ng_camera_3_88.png,0,0,0,1,0,val
burr_bottom_ng_camera_3_92,images/burr_bottom_ng/burr_bottom_ng_camera_3_92.png,0,0,0,1,0,train
burr_bottom_ng_camera_3_93,images/burr_bottom_ng/burr_bottom_ng_camera_3_93.png,0,0,0,1,0,train
burr_bottom_ng_camera_3_96,images/burr_bottom_ng/burr_bottom_ng_camera_3_96.png,0,0,0,1,0,val
burr_bottom_ng_camera_3_97,images/burr_bottom_ng/burr_bottom_ng_camera_3_97.png,0,0,0,1,0,val
burr_bottom_ng_camera_3_98,images/burr_bottom_ng/burr_bottom_ng_camera_3_98.png,0,0,0,1,0,train
burr_bottom_ng_camera_4_10,images/burr_bottom_ng/burr_bottom_ng_camera_4_10.png,0,0,0,1,0,val
burr_bottom_ng_camera_4_100,images/burr_bottom_ng/burr_bottom_ng_camera_4_100.png,0,0,0,1,0,val
burr_bottom_ng_camera_4_11,images/burr_bottom_ng/burr_bottom_ng_camera_4_11.png,0,0,0,1,0,train
burr_bottom_ng_camera_4_12,images/burr_bottom_ng/burr_bottom_ng_camera_4_12.png,0,0,0,1,0,train
burr_bottom_ng_camera_4_17,images/burr_bottom_ng/burr_bottom_ng_camera_4_17.png,0,0,0,1,0,val
burr_bottom_ng_camera_4_18,images/burr_bottom_ng/burr_bottom_ng_camera_4_18.png,0,0,0,1,0,train
burr_bottom_ng_camera_4_21,images/burr_bottom_ng/burr_bottom_ng_camera_4_21.png,0,0,0,1,0,train
burr_bottom_ng_camera_4_23,images/burr_bottom_ng/burr_bottom_ng_camera_4_23.png,0,0,0,1,0,val
burr_bottom_ng_camera_4_31,images/burr_bottom_ng/burr_bottom_ng_camera_4_31.png,0,0,0,1,0,train
burr_bottom_ng_camera_4_32,images/burr_bottom_ng/burr_bottom_ng_camera_4_32.png,0,0,0,1,0,train
burr_bottom_ng_camera_4_33,images/burr_bottom_ng/burr_bottom_ng_camera_4_33.png,0,0,0,1,0,train
burr_bottom_ng_camera_4_34,images/burr_bottom_ng/burr_bottom_ng_camera_4_34.png,0,0,0,1,0,train
burr_bottom_ng_camera_4_35,images/burr_bottom_ng/burr_bottom_ng_camera_4_35.png,0,0,0,1,0,train
burr_bottom_ng_camera_4_37,images/burr_bottom_ng/burr_bottom_ng_camera_4_37.png,0,0,0,1,0,val
burr_bottom_ng_camera_4_4,images/burr_bottom_ng/burr_bottom_ng_camera_4_4.png,0,0,0,1,0,val
burr_bottom_ng_camera_4_44,images/burr_bottom_ng/burr_bottom_ng_camera_4_44.png,0,0,0,1,0,val
burr_bottom_ng_camera_4_45,images/burr_bottom_ng/burr_bottom_ng_camera_4_45.png,0,0,0,1,0,train
burr_bottom_ng_camera_4_47,images/burr_bottom_ng/burr_bottom_ng_camera_4_47.png,0,0,0,1,0,train
burr_bottom_ng_camera_4_48,images/burr_bottom_ng/burr_bottom_ng_camera_4_48.png,0,0,0,1,0,train
